评论id,发布时间,用户id,用户昵称,用户城市,点赞数,回复数,评论内容
4765796562112096,Thu May 05 16:05:07 +0800 2022,3354900644,-槐樾,四川 成都,11,0,马思唯觉得没问题，yml觉得没问题，有的网友觉得不行了
4765752239851974,Thu May 05 13:09:00 +0800 2022,5541894576,周周猛吃冰,重庆,10,4,啊对对对
4765802329277669,Thu May 05 16:28:01 +0800 2022,3354900644,-槐樾,四川 成都,5,0,听不懂的赶紧爬吧整得像你的好感多值钱一样
4765753062458502,Thu May 05 13:12:16 +0800 2022,5668199220,趁会员还没过期多改几次,天津 和平区,7,0,咱不用解释
4765752323735708,Thu May 05 13:09:19 +0800 2022,6469554982,黄百万会发财,海外 美国,8,0,你解释得好详细哈哈哈哈哈哈哈
4765751683317862,Thu May 05 13:06:46 +0800 2022,7358200455,我也想卷回去可我太菜了啊,辽宁 大连,4,0,好
4765752584573601,Thu May 05 13:10:22 +0800 2022,5635662341,小荆是是是辣妹,江苏 南京,7,0,终于解释了！！！大家随便代入真的很无语
4765802757097784,Thu May 05 16:29:44 +0800 2022,3354900644,-槐樾,四川 成都,6,1,和演出喊yml名字的人是同一批吗双不双标啊
4765796595401700,Thu May 05 16:05:14 +0800 2022,3354900644,-槐樾,四川 成都,4,0,辛苦了
4765796951130829,Thu May 05 16:06:39 +0800 2022,3354900644,-槐樾,四川 成都,12,3,现在的听众都这么纯洁了吗
4765793336689859,Thu May 05 15:52:18 +0800 2022,5670022068,抵不过一碗人间烟火,四川 成都,4,0,这届网友是真的拉胯
4765781558561328,Thu May 05 15:05:30 +0800 2022,5670022068,抵不过一碗人间烟火,四川 成都,4,0,太惨了马师，新歌很chill，歌词也很不错爱了
4765754715541959,Thu May 05 13:18:50 +0800 2022,5854342444,财色气酒,其他,3,0,马师能回应真的是给他们脸了，每个人对同一首歌有不同的解读能理解，就算是写的做爱又咋了？
4765866593357206,Thu May 05 20:43:24 +0800 2022,3169826110,dreamboat404,上海 宝山区,6,0,什么时候说唱歌手也要被逼的解释歌词了..太悲哀了
4765770652847852,Thu May 05 14:22:10 +0800 2022,5124550362,在偷乐,海外,6,0,互联网的文字狱太可怕了 音乐永远纯粹
4765753800133244,Thu May 05 13:15:12 +0800 2022,5214864761,Uao7u,北京 海淀区,5,0,马师这个解释可以说是很到位了 仁者见仁！ 顺便表个态 马思唯yyds！哈哈哈哈
4765752597680536,Thu May 05 13:10:25 +0800 2022,5822352983,-yucy,其他,1,1,懂啦！
4765751627485220,Thu May 05 13:06:34 +0800 2022,5767195645,·DOUDOU·,上海,2,1,来啦
4765751834053953,Thu May 05 13:07:23 +0800 2022,7013650288,·打工小狗,山东,3,1,好听！
4765751669690114,Thu May 05 13:06:44 +0800 2022,7013650288,·打工小狗,山东,2,1,来啦来啦
4765825280774704,Thu May 05 17:59:14 +0800 2022,3613154423,wowzzz_rw,海外,6,0,唉你现在脾气好好噢
4765752206300094,Thu May 05 13:08:52 +0800 2022,3995116557,抹茶奶油蛋糕-,其他,2,0,知道啦
4765752160946132,Thu May 05 13:08:41 +0800 2022,3208526425,銃口,其他,2,0,焚书坑儒
4765751750427608,Thu May 05 13:07:02 +0800 2022,6625144264,KiryuAndromedae,其他,5,0,别管那么多，做好音乐！
4765766735892829,Thu May 05 14:06:36 +0800 2022,7270716707,hnrlwyd,香港,3,0,现在不是脑袋后面长辫子的时代了just do yourself og skippy
4765766094423177,Thu May 05 14:04:03 +0800 2022,5127552915,嘛砸hhh,其他,2,0,歌词是美的哥
4765784389978972,Thu May 05 15:16:45 +0800 2022,5253477055,OehappyCnsad,其他,4,0,就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？
4765755638286109,Thu May 05 13:22:30 +0800 2022,6279833541,重庆未成年,重庆,2,0,支持支持 老是很多yxh乱解读
4765755054752342,Thu May 05 13:20:10 +0800 2022,3123028730,嬉皮笑脸面对人生的难-,其他,5,0,反正我喜欢反正我觉得好听 我喜欢就是最好的 咋啦 不同意你去喊👮‍♀️
4765751702982142,Thu May 05 13:06:52 +0800 2022,2832632001,许甜甜和章鱼哥,北京,2,0,哈哈哈哈
4765896641349110,Thu May 05 22:42:48 +0800 2022,5630004795,阿卡姆之花,其他,1,0,你大可不必这么辛苦解释，因为崂山道士下山通常不用掩饰
4765886902964004,Thu May 05 22:04:06 +0800 2022,6422330408,·鸢尾扩散·,四川,1,0,你根本没必要理会
4765868619206794,Thu May 05 20:51:27 +0800 2022,6676405026,橘子是我哒,安徽,3,0,解释个毛啊 歌词我们成年人都听得懂 你现在强行自圆其说给那些本来就不喜欢的人有什么用啊？做爱很丢人吗？把做爱写进歌里很丢人吗？这就是你想要的real吗？钱果然还是要跪着赚
4765756384350967,Thu May 05 13:25:28 +0800 2022,5267924289,加盐的粥会变成奶盖,浙江,1,0,马师只打字
4765752995351583,Thu May 05 13:12:00 +0800 2022,1665777060,潜水旅行重度迷恋者米拉,上海 长宁区,2,0,那些胡思乱想的人才是真的有问题！你没事，你很好！！！
4765795051636419,Thu May 05 15:59:07 +0800 2022,5538468314,Spikewanderspace,江苏,1,2,说明什么？马师火了！
4765884973844932,Thu May 05 21:56:26 +0800 2022,6602637821,沈霄挽,其他,6,3,？？？我感觉解释的过于牵强了叭 没必要迎合大众而这样解释 要是你作这首音乐的时候真的是这么想的 我无话可说
4765822172006432,Thu May 05 17:46:53 +0800 2022,6304170309,楠楠真的很难,湖北 黄冈,2,0,msw：可以 yml：可以 营销号：不可以 
4765782414202221,Thu May 05 15:08:54 +0800 2022,7720728685,humminlove,天津,2,0,什么年代了  就算写的是性 又怎么了？
4765779880313797,Thu May 05 14:58:49 +0800 2022,5493431450,DONFFFK,其他,1,0,就是写给女朋友的咋滴吧 你们起诉吧
4765771287237695,Thu May 05 14:24:41 +0800 2022,5649340190,无敌可爱的Jerry,山东 威海,2,2,脑子里huang看啥都huang
4765751745709660,Thu May 05 13:07:02 +0800 2022,5845801947,粽梓怡同学,北京,2,0,靠 刚好打开词条
4765751678863194,Thu May 05 13:06:46 +0800 2022,5890048888,KikIyu0a,广东,1,0,1
4765927114015197,Fri May 06 00:43:53 +0800 2022,7734528169,黑咖啡永远滴神,其他,1,0,有的人就是过度解读了 懂你的人自然懂
4765888232036045,Thu May 05 22:09:23 +0800 2022,2240634123,Ahaidesigner,四川,1,0,感觉网上风气越来越怪了
4765871107215237,Thu May 05 21:01:20 +0800 2022,3937092715,是崔小白-,海外 韩国,2,0,支持你哦 知道你的歌词写的不是那种  （就算写的那种 也不应该说人家抬不起头吧）
4765854083060348,Thu May 05 19:53:41 +0800 2022,3570533917,姜600,其他,1,0,千万不要因为这些言论阻止你的创作！bro 我想听到你更好的歌曲
4765851242991210,Thu May 05 19:42:24 +0800 2022,5818576977,酱猪仙女,北京 海淀区,2,0,挑剔这个歌词的我立马连接他家蓝牙音箱给他放一晚上《WAP》
4765846843166967,Thu May 05 19:24:55 +0800 2022,3152258284,iiiihea,其他,2,0,就算是写女朋友又咋了？又咋了？又咋了？
4765844096157752,Thu May 05 19:14:00 +0800 2022,7160674725,郭丰硕GZ,辽宁,2,0,浪漫主义和纵容怎么没人说？那么多带有这方面词汇或者隐意的暗示的歌曲怎么没人说？耳朵都隆？还是饭圈文化？都什么意思心里都怎么想的谁都明白，整文字狱干嘛？
4765836315727465,Thu May 05 18:43:05 +0800 2022,6495285415,潘子同学12Day,山东 济南,2,1,就算是性又怎么了，那些人是活在清朝的键盘侠吗
4765835576741814,Thu May 05 18:40:09 +0800 2022,2144868387,-grindin-,湖北 武汉,1,0,其实马师没必要跟她们解释，给她们脸了
4765809307816119,Thu May 05 16:55:46 +0800 2022,6238460232,西西的拿铁,河南 郑州,1,0,声称着sha马师夺梦玲的时候怎么不觉得自己的语言低俗呢
4765809018408104,Thu May 05 16:54:37 +0800 2022,5335767866,睁眼说瞎话之白日梦想家,四川,1,0,什么？大清亡了？？？
4765805731119288,Thu May 05 16:41:32 +0800 2022,5994668891,星黛璐琳,广西 南宁,1,0,别管 开心最重要
4765800874119303,Thu May 05 16:22:15 +0800 2022,5753818802,鹿人Lauren,河南,1,0,以后是中国rapper都去当文章分析算了，出个歌还要承担为大众解析的服务
4765799203474075,Thu May 05 16:15:37 +0800 2022,5290473190,越想越不想,四川,1,0,现在真的是2022吗
4765788336556952,Thu May 05 15:32:26 +0800 2022,6579967700,Seveny71,上海,2,0,当代某些网友都搞文字狱了呗 马师
4765780769769062,Thu May 05 15:02:21 +0800 2022,6413781345,小玖不想起床,上海,1,0,马师真的是好脾气 这有什么可解释的
4765780300269596,Thu May 05 15:00:30 +0800 2022,6329257254,落日时相稳,上海,3,0,哥支持你的 都是点莫名其妙的yxh来说什么这歌是写给对象 然后一帮人在底下出警这不好那不好 而且就算真如他们所说那也没什么不妥 难道还是清朝裹小脚吗 新歌很好听 我很喜欢
4765764940465686,Thu May 05 13:59:28 +0800 2022,7332460607,Jeromaih32066,其他,3,1,都别过分解读，Capper那首歌我还没有用力你怎么那么痛girl，不也挺好听的，为什么听歌非得带入一个人呢，搞得这么双标，都是做给音乐的，好好听歌吧都
4765755655062686,Thu May 05 13:22:34 +0800 2022,5214864761,Uao7u,北京 海淀区,2,0,马思唯这人能处 有事是真发博
4765755004420482,Thu May 05 13:19:58 +0800 2022,3937092715,是崔小白-,海外 韩国,3,0,所以别过分解读了
4765753616895470,Thu May 05 13:14:28 +0800 2022,5129322361,亲爱的我请你喝一杯汽水o,云南 曲靖,3,0,我第一遍听的时候也是觉得“她”是音乐 后面才想会不会也有写yml 认真听歌的人才会听懂歌吧
4765753028380870,Thu May 05 13:12:08 +0800 2022,5638866318,hush-pipx4,其他,2,0,我真的觉得有些平台上的解读歪得离谱
4765880619106344,Thu May 05 21:39:07 +0800 2022,5604214736,没有感情的广州人V,广东,1,0,我都惊呆了，看到这个热搜，这个歌词有啥问题，恕我文化低。就算是写日常生活给女朋友怎么了？女朋友都没说话，就他妈女权都出来了真的说不好听的一句。你们不做爱？国家不是让生三胎？不做生个der ？都三十岁的人了救命，做公众人物好难
4765831676038232,Thu May 05 18:24:39 +0800 2022,5518304724,这鱼饼爱吃不吃,上海,1,0,支持啊 爱听听 不听关了就行别文字狱了…说唱本来就不是大众文化 受众也不一定是他们别出警了！
4765780602521127,Thu May 05 15:01:42 +0800 2022,6539430837,KarenLayLay-,山东,1,0,大众怎么还是谈性色变不管有没有这个x经历做成年人来说都应该对待这件事是一种平和并且包容的态度不是吗本来就是生活中最正常的事情就算真的是写的关于哪方面那又如何好笑的是说分手后女方会受到攻击的人这群人更是让人ex我们是活在清朝吗我觉得这才是不尊重女性吧本是双方的事情为何就是女生吃亏
4765753591468281,Thu May 05 13:14:22 +0800 2022,1764407124,新的一年少点熬夜噢,台湾,2,0,马思唯最近都会很诚恳的解答争议内容，诚恳的让人心疼
4766120882737507,Fri May 06 13:33:51 +0800 2022,5865823862,你瞪着我干什么,其他,0,0,黑色的字越看越红//@ggsyyyy:不做爱怎么生三胎？？
4766058072769725,Fri May 06 09:24:16 +0800 2022,6223607716,椿日叙事曲·,江苏,0,0,心里想的什么东西 看别人写歌词也觉得呗 过度解读还死不承认
4766058046556396,Fri May 06 09:24:10 +0800 2022,2110336055,魔力甜-,河北 保定,0,0,再拿这个事骂马思唯的建议赶快回温箱里听宝宝巴士🙃
4765993292005605,Fri May 06 05:06:51 +0800 2022,1000548310,Astraycaa_,四川 成都,0,0,马师是真的惨😅
4765964866159100,Fri May 06 03:13:54 +0800 2022,5713419511,Akoun昆酱,其他,1,0,虽然不用说这么多 但真的不用说这么多
4765963591090603,Fri May 06 03:08:50 +0800 2022,1857620312,BU走心的N,浙江 杭州,0,0,有些网友这么高尚听什么说唱啊去听交响乐儿歌不香么
4765941239382842,Fri May 06 01:40:01 +0800 2022,7308991561,饭团今天早点睡,浙江,0,0,坠了 现代文字狱？🤗
4765930481519163,Fri May 06 00:57:16 +0800 2022,6005402655,Begai100,广东 惠州,0,0,编曲确实很有意思//@asukazerotwo:好听 踏马的好听薯了//@也是福:我们只是想做一首好听的歌
4765930066282158,Fri May 06 00:55:37 +0800 2022,6005402655,Begai100,广东 惠州,0,0,编曲确实很有意思//@也是福:我们只是想做一首好听的歌
4765926689342678,Fri May 06 00:42:12 +0800 2022,5050343096,Nuyoahbest,其他,0,0,马师我真的会爱！！
4765918733796259,Fri May 06 00:10:34 +0800 2022,5884919175,爱吃的曾曾,海外 美国,0,0,已经魔怔了，歌手发新歌还需要逐字逐句向大众解释歌词解释歌词背后的含义。她他不一定只是代表性别，极端男女权这帮人能不能消停点。
4765917362261637,Fri May 06 00:05:08 +0800 2022,3247292301,FoggyNight_,四川,0,0,I Feel It Coming-Daft Punk;The Weeknd盆栽哥在这里会因为这首歌被拉上街扔臭鸡蛋吧？？ //@洁西卡卡啦:真的吗，我不信
4765916803369568,Fri May 06 00:02:55 +0800 2022,1642487012,三木知秋,北京 朝阳区,0,0,清朝人别听说唱🙏
4765915742474045,Thu May 05 23:58:42 +0800 2022,6022263090,月亮没灵感,湖南,0,0,妈的好听就完事 不爱听别听
4765904670559076,Thu May 05 23:14:42 +0800 2022,5688349150,小祺茶包糕,其他,0,0,支持你
4765901864045570,Thu May 05 23:03:33 +0800 2022,1286703947,朽木上的蘑菇混不吝,河南 郑州,0,0,这也没写啥啊，被出警的点在于？
4765896129646573,Thu May 05 22:40:46 +0800 2022,1689344640,王姝薇洛,天津 河西区,0,0,什么年代了？开始谈性色变了？听歌就好好听，又不是让你去做阅读理解。马哥和梦玲是某些人达不到的高度吧！yxh带节奏带的。有点过分了嗷
4765894137614668,Thu May 05 22:32:51 +0800 2022,1689344640,王姝薇洛,天津 河西区,0,0,你是rapper！为什么要跟大众解释这个！告诉梦玲不是针对她就好了！马哥是得罪yxh了吗？！
4765891085206406,Thu May 05 22:20:42 +0800 2022,1847165562,gogokili,海外 美国,0,0,说这歌词有问题的？是都不做爱的尼姑吗？
4765886290070141,Thu May 05 22:01:40 +0800 2022,5272480731,扭脸,江西 南昌,0,0,懂
4765837611239166,Thu May 05 18:48:14 +0800 2022,5171725109,桂枝加芍药生姜各一两人参三两,海外,0,0,主要是影响未成年人吧 ，或者歌曲导向。咱马斯也解释清楚了 态度也好，就想让人喜欢，这说评论解释得，就像隔壁大哥说话一样亲和
4765825070010724,Thu May 05 17:58:24 +0800 2022,6104222463,你也喜欢猪猪包,其他,0,0,无妄之灾了嗷
4765823941478553,Thu May 05 17:53:55 +0800 2022,6294858859,慶祝無意乂,海外 英国,0,0,这些人 不听 英文歌 吗……
4765822557356675,Thu May 05 17:48:24 +0800 2022,7404275954,-Yinxy,海外,0,0,就算是写的性又咋了……
4765816568156348,Thu May 05 17:24:37 +0800 2022,2094203631,娟毛Memory,湖北,0,0,确实不觉得有什么不妥仁者见仁智者见智吧…
4765815243541441,Thu May 05 17:19:21 +0800 2022,6395012866,栏晃,辽宁 沈阳,0,0,我们谈起性来最不坦率 但我们生小孩最多
4765814765127035,Thu May 05 17:17:27 +0800 2022,6342956036,偷吃海盐,陕西 西安,0,0,誰急了
4765812545818658,Thu May 05 17:08:38 +0800 2022,6816204143,吃桐锣烧会晕车,四川,0,0,很正常的歌词啊 就算是讲的sex又如何啊 马师这种程度只能说是“有氛围”啊 别搞文字狱了成吗 还有很多歌比这过分啊 怎么光盯着这首啊真是开了大眼了 现在是21世纪吗
4765810767434640,Thu May 05 17:01:34 +0800 2022,1598868471,低保真制作,其他,0,0,gang
4765810662574443,Thu May 05 17:01:09 +0800 2022,7412765553,油漆工选手,山东 青岛,0,0,我支持马师
4765809237033188,Thu May 05 16:55:28 +0800 2022,5847413571,猫九不吃鱼吖,四川 成都,0,0,这世界最不缺的就是杠精  什么事都能杠
4765808176138331,Thu May 05 16:51:16 +0800 2022,3684562782,阿卷和小熊,陕西 西安,0,0,不说多的  新歌很好听
4765808028814322,Thu May 05 16:50:41 +0800 2022,7397829359,Vitaminninetyn1ne,四川,0,0,心脏看什么都是脏的
4765805940575854,Thu May 05 16:42:23 +0800 2022,5316188526,SweeTNothingS-,重庆,0,0,你不需要解释 懂你
4765804908513705,Thu May 05 16:38:17 +0800 2022,5316188526,SweeTNothingS-,重庆,0,0,我真的是服了 一首歌都能扯出这么多想象 单纯听歌不好吗
4765804468372559,Thu May 05 16:36:32 +0800 2022,1909300683,RVEIRO,山西 太原,1,0,有些网友真的是太闲了
4765804099014059,Thu May 05 16:35:04 +0800 2022,6981889277,bossbitch,其他,0,0,呃呃清朝亡了别整文字狱那一套了吧
4765803850764968,Thu May 05 16:34:05 +0800 2022,6324875954,lili今天要做什么,其他,0,0,总有过度解读 真的会无语
4765798592152543,Thu May 05 16:13:10 +0800 2022,5022131709,·蓝色小狗R酱·,北京,0,0,不至于真的不至于 简中互联网网友放过我的娱乐生活吧。。。
4765797912678571,Thu May 05 16:10:29 +0800 2022,6200039125,废话哔ing机,浙江 杭州,1,0,就算是又怎样 22年了还谈性色变🤗
4765786143462089,Thu May 05 15:23:43 +0800 2022,6474910287,月落归长安,山西,0,0,有些人别管太多、
4766117782619332,Fri May 06 13:21:31 +0800 2022,7366447744,YumyiKameri,四川 成都,0,0,键盘侠真的差不多行啦
4766117400151414,Fri May 06 13:20:01 +0800 2022,5981873303,搁浅的人r,江苏,0,0,有的人辫子在头上，有的人辫子在心里
4766117237883483,Fri May 06 13:19:22 +0800 2022,5493780979,四季心动瑞瑞,安徽,0,0,有些人思想脏看什么都脏
4766113344259821,Fri May 06 13:03:53 +0800 2022,7344646919,鈺鈺系铃,广东 中山,0,0,这一次站在马这
4766112555733649,Fri May 06 13:00:46 +0800 2022,7752963865,百万女明星发财日记,吉林,0,0,大清早亡了什么时代了还玩文字狱呢 就算写的是doi怎么样呢 人家男女朋友你情我愿
4766112199739515,Fri May 06 12:59:21 +0800 2022,7703175869,我来见你了泷,其他,0,0,开微博必是因为这首歌词
4766111847940747,Fri May 06 12:57:56 +0800 2022,7427605033,sbhksbissswnd,其他,1,0,但一首作品发出去了就不在独属于自己了，会有无数人给它赋予不同的注解，好坏都会有吧别人往坏处想也避免不了
4766111696687220,Fri May 06 12:57:21 +0800 2022,5529288880,MrMars的太阳工厂,其他,0,0,我的妈呀马师还好脾气解释给他们听…这群人真的去读朱熹吧一定适合😅谈性色变再搞个大文字狱 笑死我了现在的风气 doi最美好了！我爱和喜欢的人doi！doi就是马师描述的那么美好！
4766111642422144,Fri May 06 12:57:08 +0800 2022,7710482975,王嘉尔耶77,上海,0,0,马师下次不要respect 狠狠diss back！又有新歌听了
4766109989079488,Fri May 06 12:50:34 +0800 2022,3975342602,多肉兔叽,内蒙古 呼和浩特,0,0,你太难了，过分恶意解读的人才无语
4766108865007190,Fri May 06 12:46:06 +0800 2022,2065715821,回信舟,其他,0,0,@許書亭 @冯腥鱼 @粗糙的腿毛
4766108684392240,Fri May 06 12:45:23 +0800 2022,3514273277,OOOOWL鹰头猫,浙江 嘉兴,0,0,艺术应该是纯粹的自由的！马师加油！
4766108408088320,Fri May 06 12:44:17 +0800 2022,7710482975,王嘉尔耶77,上海,0,1,不是就算写给梦玲怎么了？两个甜甜蜜蜜在一起两年多的明事理的成年人了。还要当和尚啊？？你对自己要求是不发生婚前行为那你就拿这套标准束着自己就好了 以这个为标准去找以后的伴侣就好了 但现在2022年了实在没必要拿这个标准也去要求别人吧
4766106717260292,Fri May 06 12:37:34 +0800 2022,2873638365,BaoCoool,贵州 遵义,0,0,别解释呀 哥 没必要和他们解释
4766104867835495,Fri May 06 12:30:13 +0800 2022,5638975805,LEOTTing,四川 成都,0,0,冲
4766104306582988,Fri May 06 12:27:58 +0800 2022,5253602494,lanmaooooo,海南 三亚,0,0,易梦玲都没说话，你们就那啥了
4766103395369113,Fri May 06 12:24:21 +0800 2022,7591229268,LucienY07,福建,1,0,明晃晃的性，假设你跟她分手了，你猜她会受到多少恶评？
4766100384123150,Fri May 06 12:12:24 +0800 2022,7013586097,小菁毁灭地球,台湾 台北市,0,0,完全没毛病啊，服了那些抬杠的，昨晚我楼下操场杠全断了，不用问就是这批
4766079261347966,Fri May 06 10:48:28 +0800 2022,5770807114,南SouthONE,重庆 黔江区,0,0,辫子，辫子，还在呐
4766079056087999,Fri May 06 10:47:39 +0800 2022,2451904231,消磨或厮磨,其他,1,0,拜托，原来现在大家都是不doi的
4766075692254977,Fri May 06 10:34:16 +0800 2022,5286500622,马思唯哦哦哦,湖南,0,0,17年开始，一直喜欢你，到现在你在某种意义上火了，其实一直是不太想很多人过于关注你的，让你无法表达自己想表达的，束手束脚，希望下次写歌你还是能随性所欲。
4766073562333355,Fri May 06 10:25:48 +0800 2022,1747041882,Leon-Scot-Kennedy,浙江 杭州,0,0,没必要回应
4766073352621558,Fri May 06 10:24:59 +0800 2022,7443221225,_马思唯的猫,河南,0,0,营销号都给我爬开
4766072950228864,Fri May 06 10:23:23 +0800 2022,7333216355,nido521,其他,0,0,就算是写女人，人家两口子恩恩爱爱，关这群妖魔鬼怪什么事
4766072647455224,Fri May 06 10:22:11 +0800 2022,1798498061,Notearsforthedead,江西 宜春,0,0,移花接木是贬义词
4766072122639251,Fri May 06 10:20:05 +0800 2022,6642605941,假想敌y1,其他,0,0,好不容易有首对味的歌，给兵马俑唧唧歪歪完了
4766071570303003,Fri May 06 10:17:53 +0800 2022,5853924527,SESYEX_,其他,0,0,那些人都他妈是清朝穿越过来的吗
4766068859994866,Fri May 06 10:07:07 +0800 2022,7323870166,皮皮NA昊,上海,0,0,这就是态度  马师帅！！支持！🥰
4766068189431485,Fri May 06 10:04:28 +0800 2022,7523667981,啾茵熊妮妮D-,四川,0,0,马师都说了不是写给梦玲的，还有的人“我不信”，原来中国已经是无性繁殖阶段了啊，干嘛总是要谈性色变呢，性是什么很羞耻的东西吗
4766068151947390,Fri May 06 10:04:19 +0800 2022,7752813618,Ccccccseven,其他,0,0,马师你写什么我都爱你！！！
4766067572081822,Fri May 06 10:02:00 +0800 2022,5689417966,高老庄公主o,广东 中山,0,0,怎么还有人在裹小脑解开蝴蝶结可以这个不行 我都没用力你怎么那么痛可以这个不行
4766064980264684,Fri May 06 09:51:43 +0800 2022,7719539445,MADMADMadLG,江苏 常州,0,0,“我都没用力你怎么那么痛” 这种词怎么不说的
4766063797209447,Fri May 06 09:47:01 +0800 2022,7451351048,·ciowo,广东 汕头,0,0,'我用我耳朵发现美  懂的自然懂得起'
4765756384350967,Thu May 05 13:25:28 +0800 2022,5267924289,加盐的粥会变成奶盖,浙江,1,0,马师只打字
4765752995351583,Thu May 05 13:12:00 +0800 2022,1665777060,潜水旅行重度迷恋者米拉,上海 长宁区,2,0,那些胡思乱想的人才是真的有问题！你没事，你很好！！！
4765795051636419,Thu May 05 15:59:07 +0800 2022,5538468314,Spikewanderspace,江苏,1,2,说明什么？马师火了！
4765884973844932,Thu May 05 21:56:26 +0800 2022,6602637821,沈霄挽,其他,6,3,？？？我感觉解释的过于牵强了叭 没必要迎合大众而这样解释 要是你作这首音乐的时候真的是这么想的 我无话可说
4765822172006432,Thu May 05 17:46:53 +0800 2022,6304170309,楠楠真的很难,湖北 黄冈,2,0,msw：可以 yml：可以 营销号：不可以 
4765782414202221,Thu May 05 15:08:54 +0800 2022,7720728685,humminlove,天津,2,0,什么年代了  就算写的是性 又怎么了？
4765779880313797,Thu May 05 14:58:49 +0800 2022,5493431450,DONFFFK,其他,1,0,就是写给女朋友的咋滴吧 你们起诉吧
4765771287237695,Thu May 05 14:24:41 +0800 2022,5649340190,无敌可爱的Jerry,山东 威海,2,2,脑子里huang看啥都huang
4765751745709660,Thu May 05 13:07:02 +0800 2022,5845801947,粽梓怡同学,北京,2,0,靠 刚好打开词条
4765751678863194,Thu May 05 13:06:46 +0800 2022,5890048888,KikIyu0a,广东,1,0,1
4766165170128660,Fri May 06 16:29:50 +0800 2022,7255033642,胖德禮多,其他,2,0,从头到尾没说给Y写的啊 写歌就必须要有个对象么拜托 这又不是命题作文
4765927114015197,Fri May 06 00:43:53 +0800 2022,7734528169,黑咖啡永远滴神,其他,1,0,有的人就是过度解读了 懂你的人自然懂
4765888232036045,Thu May 05 22:09:23 +0800 2022,2240634123,Ahaidesigner,四川,1,0,感觉网上风气越来越怪了
4765871107215237,Thu May 05 21:01:20 +0800 2022,3937092715,是崔小白-,海外 韩国,2,0,支持你哦 知道你的歌词写的不是那种  （就算写的那种 也不应该说人家抬不起头吧）
4765854083060348,Thu May 05 19:53:41 +0800 2022,3570533917,姜600,其他,1,0,千万不要因为这些言论阻止你的创作！bro 我想听到你更好的歌曲
4765851242991210,Thu May 05 19:42:24 +0800 2022,5818576977,酱猪仙女,北京 海淀区,2,0,挑剔这个歌词的我立马连接他家蓝牙音箱给他放一晚上《WAP》
4765846843166967,Thu May 05 19:24:55 +0800 2022,3152258284,iiiihea,其他,2,0,就算是写女朋友又咋了？又咋了？又咋了？
4765844096157752,Thu May 05 19:14:00 +0800 2022,7160674725,郭丰硕GZ,辽宁,2,0,浪漫主义和纵容怎么没人说？那么多带有这方面词汇或者隐意的暗示的歌曲怎么没人说？耳朵都隆？还是饭圈文化？都什么意思心里都怎么想的谁都明白，整文字狱干嘛？
4765836315727465,Thu May 05 18:43:05 +0800 2022,6495285415,潘子同学12Day,山东 济南,2,1,就算是性又怎么了，那些人是活在清朝的键盘侠吗
4765835576741814,Thu May 05 18:40:09 +0800 2022,2144868387,-grindin-,湖北 武汉,1,0,其实马师没必要跟她们解释，给她们脸了
4765809307816119,Thu May 05 16:55:46 +0800 2022,6238460232,西西的拿铁,河南 郑州,1,0,声称着sha马师夺梦玲的时候怎么不觉得自己的语言低俗呢
4765809018408104,Thu May 05 16:54:37 +0800 2022,5335767866,睁眼说瞎话之白日梦想家,四川,1,0,什么？大清亡了？？？
4765805731119288,Thu May 05 16:41:32 +0800 2022,5994668891,星黛璐琳,广西 南宁,1,0,别管 开心最重要
4765800874119303,Thu May 05 16:22:15 +0800 2022,5753818802,鹿人Lauren,河南,1,0,以后是中国rapper都去当文章分析算了，出个歌还要承担为大众解析的服务
4765799203474075,Thu May 05 16:15:37 +0800 2022,5290473190,越想越不想,四川,1,0,现在真的是2022吗
4765788336556952,Thu May 05 15:32:26 +0800 2022,6579967700,Seveny71,上海,2,0,当代某些网友都搞文字狱了呗 马师
4765780769769062,Thu May 05 15:02:21 +0800 2022,6413781345,小玖不想起床,上海,1,0,马师真的是好脾气 这有什么可解释的
4765780300269596,Thu May 05 15:00:30 +0800 2022,6329257254,落日时相稳,上海,3,0,哥支持你的 都是点莫名其妙的yxh来说什么这歌是写给对象 然后一帮人在底下出警这不好那不好 而且就算真如他们所说那也没什么不妥 难道还是清朝裹小脚吗 新歌很好听 我很喜欢
4765764940465686,Thu May 05 13:59:28 +0800 2022,7332460607,Jeromaih32066,其他,3,1,都别过分解读，Capper那首歌我还没有用力你怎么那么痛girl，不也挺好听的，为什么听歌非得带入一个人呢，搞得这么双标，都是做给音乐的，好好听歌吧都
4765755655062686,Thu May 05 13:22:34 +0800 2022,5214864761,Uao7u,北京 海淀区,2,0,马思唯这人能处 有事是真发博
4765755004420482,Thu May 05 13:19:58 +0800 2022,3937092715,是崔小白-,海外 韩国,3,0,所以别过分解读了
4765753616895470,Thu May 05 13:14:28 +0800 2022,5129322361,亲爱的我请你喝一杯汽水o,云南 曲靖,3,0,我第一遍听的时候也是觉得“她”是音乐 后面才想会不会也有写yml 认真听歌的人才会听懂歌吧
4765753028380870,Thu May 05 13:12:08 +0800 2022,5638866318,hush-pipx4,其他,2,0,我真的觉得有些平台上的解读歪得离谱
